timestamp,lighting,cooling,heating,luxuries,necessities,water,total,in.occupants,in.sqft,temperature,humidity,month_cos,half_day_cos,total_rolling_mean,total_rolling_std,building_id
2018-01-01 00:00:00,0.1233870937002537,0.0025651533509732,0.3711599239962928,0.0,0.0735978512254206,0.1875864345628028,90.5450853442537,0.0,0.1646325959827103,0.3021879021879022,0.6910528917449332,0.9330127018922194,1.0,152.94408549643316,68.71798269509922,1
2018-01-01 12:00:00,0.6342643386009476,0.0061553160643183,0.1144697667920439,1.0,0.1403356364835344,0.3304119175121173,38.0520063951428,0.0,0.1646325959827103,0.5075933075933076,0.7043994068215521,0.9330127018922194,0.0,138.53962988009647,70.2492064404057,1
2018-01-02 00:00:00,0.1454452299059286,0.0027584070279837,0.212695849066485,0.0,0.0762728801865304,0.2793193005678944,55.02075414969868,0.0,0.1646325959827103,0.429086229086229,0.9928324270884824,0.9330127018922194,1.0,126.26373230114812,68.6212519148187,1
2018-01-02 12:00:00,0.5332203202992112,0.014610282787722,0.0271353511047446,1.0,0.0956634539668332,0.3290057244630299,16.392655097879206,0.0,0.1646325959827103,0.6270270270270271,0.7281265447355413,0.9330127018922194,0.0,112.15671236783608,69.51613300661126,1
2018-01-03 00:00:00,0.3070000754267074,0.0036702981807044,0.1435639471176229,0.0,0.0875862108949131,0.5544541838595315,43.14571899625394,0.0,0.1646325959827103,0.467953667953668,0.9793623331685616,0.9330127018922194,1.0,103.03202584046986,69.5974849902362,1
2018-01-03 12:00:00,0.765302663562785,0.1214687236074231,0.0001536177677133,1.0,0.2063384471558836,0.283424289823279,16.555289634444705,0.0,0.1646325959827103,0.7068211068211068,0.6416213544241226,0.9330127018922194,0.0,87.5402179500268,62.06783697067182,1
2018-01-04 00:00:00,0.1255937127446847,0.0295817641169572,0.0041469033404164,0.0,0.0753785122884388,0.2967222260231328,7.521036195788261,0.0,0.1646325959827103,0.6746460746460746,0.6611468116658428,0.9330127018922194,1.0,75.04801368873561,59.03002812055743,1
2018-01-04 12:00:00,0.6764146131848232,0.0064445824067785,0.1678698448355049,1.0,0.1690289280618837,0.287228069023997,50.898272721690525,0.0,0.1646325959827103,0.5281853281853282,0.6807958477508651,0.9330127018922194,0.0,64.88612077012986,48.42521508810689,1
2018-01-05 00:00:00,0.4143545478789579,0.0036784565989066,0.4849365652647276,0.0,0.4708548011102225,0.7606468805625352,132.4397455416551,0.0,0.1646325959827103,0.2756756756756757,0.4160899653979238,0.9330127018922194,1.0,65.70484523782044,49.53077709669256,1
2018-01-05 12:00:00,0.4122830225279257,0.0048184721576438,0.4908112935433507,1.0,0.1544629106193545,0.4992832320534223,125.08854206853454,0.0,0.1646325959827103,0.2581724581724581,0.3676470588235294,0.9330127018922194,0.0,64.26319798001212,47.2793091699448,1
